AAB ID,AAB Catalogue Number,Library Full Name,Library Sort,Category,Database ID,Department,Title Sort,Title for Print and Web,Full Title,Author (First Name Last Name),Year of Publication,Call Number,Item Record #,"Other contributors, if apply (please be specific such as: Illustrated by John H. Doe or Edited by Charles Smith)",Adoption Goal,Item Description,Note,Image for Print and Web,Image Filename,Conservation Blurb,Preservation Cost,Year,Adopt Status,Adopter ID
2020-093,93,Ralph E. Oesper Chemistry-Biology Library,Oesper,Preserve for the Future,2275,Chem-Bio Library,Journal,"Journal of the American Chemical Society, Volume 1","Journal of the American Chemical Society, Volume 1, 1879",American Chemical Society,1879,QD1 .A5 ,i27666888,,1350,"First published in 1879, the Journal of the American Chemical Society is a weekly peer-reviewed scientific journal and the pre-eminent journal in chemistry research. The American Chemical Society (ACS), founded only a few years prior, is now the world’s largest scientific society with more than 150,000 members. This first volume of the journal symbolizes the success of ACS and shows the origins of impactful scholarly output that has been transmitted through its long history.  ",,2020-093,i27666888_2275_JournalofACS_01N,"This is a black half leather binding with decorative paper covered boards. Overall, both the binding and textblock are in severe condition. The textblock paper has discolored overall from beige to brown and is highly acidic and brittle. The cover has separated from the textblock exposing the textblock to wear. As a result, the sewing is broken throughout; pages are loose and detached and are crumbling around the edges. The cover leather is torn along the joint and through the spine. Conservation staff will surface clean the textblock and repair the edges of the paper. The brittle textblock spine linings will be removed and the textblock resewn. Loose pages will be reunited with the textblock and the textblock relined. Finally, the cover will be consolidated, repaired and reattached. The book will be housed in a corrugated clamshell. ","$1,285 ",2020,0,
2020-094,94,Ralph E. Oesper Chemistry-Biology Library,Oesper,Build the Collection,2142,Chem-Bio Library,Plant,Plant life of Kentucky: An Illustrated Guide to the Vascular Flora,Plant life of Kentucky: An Illustrated Guide to the Vascular Flora,Ronald L. Jones,2005,biol QK162 .J66 2005,i5443774x,,125,"This comprehensive research guide for students and professionals covers all ferns, flowering herbs, and woody plants of the state. Details and drawings are included for nearly 2,600 native and naturalized species, including their habitat, distribution, flowering period, rarity, and uses by wildlife and humans. The text also discusses historical changes in flora, significant botanists of the region, and current threats to plant life. ",,2020-094,i5443774x_2142_kentuckyPlant_001N,,,2020,0,
2020-095,95,Ralph E. Oesper Chemistry-Biology Library,Oesper,Preserve for the Future,2271,Chem-Bio Library,Proceedings,"Proceedings of the American Association for the Advancement of Science, Volume 1","Proceedings of the American Association for the Advancement of Science, Volume 1, 1848",American Association for the Advancement of Science,1848, Q11 .A5,i2548977x,,1200,"This first volume of the Proceedings of the American Association for the Advancement of Science is part of the Ralph E. Oesper Collections in the History of Chemistry. The scope of the Proceedings of the AAAS is wide-ranging, as the society did not specify or privilege a specific domain of science as its sole focus. The mission of the AAAS is to advance science, engineering and innovation, broadly speaking.  These proceedings include discourses on public engagement with science, conscientious science communication, and responsible public policy impacting the sciences.   ",,2020-095,i2548977x_2271_Proceedings_01N,"This is a half leather burgundy binding with cloth covered boards. It is part of a large collections of proceedings. It is in severe condition. Both the upper and lower boards are fully detached. The leather is suffering from red rot. The upper portion of the spine is lost. The textblock, while in fair condition, is heavily coated in surface dirt. Conservation staff will surface clean the textblock to remove loose dirt. The leather and edges of the boards will be consolidated. Both covers will be reattached. The spine will be cleaned, re-lined, and rebacked. To protect the leather, the binding will be housed in a clear polyethylene jacket and corrugated clamshell.","$1,050 ",2020,0,
2020-096,96,Ralph E. Oesper Chemistry-Biology Library,Oesper,Build the Collection,2143,Chem-Bio Library,Radio-activity,Radio-activity,Radio-activity,Ernest Rutherford,1905,chem QC721 .R894 1905,i72750984,,1100,"In 1908, Ernst Rutherford was awarded a Nobel Prize “for his investigations into the disintegration of the elements, and the chemistry of radioactive substances."" Radio-activity is a detailed account of these investigations. In this work, Rutherford explores different radioactive substances, theories of radioactivity, and methods of experimenting and investigating this strange, atomic level property. Rutherford is most well-known for his “gold foil experiment” which discovered that every atom has a nucleus where most of its mass and positive charge are located.   ",,2020-096,i72750984_2143_radioActivity_001N,,,2020,0,
2020-097,97,Ralph E. Oesper Chemistry-Biology Library,Oesper,Build the Collection,2147,Chem-Bio Library,Threatened,Threatened Birds of the World,Threatened Birds of the World,Senior editors: Alison J. Stattersfield and David R. Capper ,2000,biol QL676.7 .T485 2000,i48946795,,250,"More than 1,200 bird species are currently threatened with global extinction. This compendium serves as both an informational resource on these species and a call to action for the future. Entries include a beautiful illustration and identification information for the bird of concern, a distribution map of their location and details on population and recent sightings. Particular threats to each species are also discussed, along with proposed target actions to address its future conservation. The publisher is BirdLife International, a global partnership of over 120 conservation organizations that strives to conserve birds, their habitats, and global biodiversity.  ",,2020-097,i48946795_2147_threatenedBirds_001N,,,2020,0,
2020-098,98,Ralph E. Oesper Chemistry-Biology Library,Oesper,Build the Collection,2141,Chem-Bio Library,Tibetan,Tibetan Medicinal Plants,Tibetan Medicinal Plants,Edited by Christa Kletter and Monika Kriechbaum,2001,biol R603.T5 E535 2001,i51194636,,275,"Traditional Tibetan medicine has been in existence for more than 2500 years. Western scientists and Tibetan doctors collaborated on this comprehensive overview of over 70 plant types.  Details include habitat descriptions for these native plants, the Tibetan or the Western approach to their medicinal use, plant parts utilized in a medical application, and chemical and pharmacological properties of each plant. A special feature of this text is the use of original Tibetan terms and plant names as the technical terminology, versus fully translated terms that can obscure meaning.  ",,2020-098,i51194636_2141_tibetanPlants_001N,,,2020,0,
2020-099,99,Ralph E. Oesper Chemistry-Biology Library,Oesper,Build the Collection,2161,Chem-Bio Library,Vegetable,Vegetable Staticks,Vegetable Staticks,Stephen Hales,1727,chem QK711 .H27 1727,i56538996,,1000,"Stephen Hale was a botanist, physiologist, and clergyman who pioneered research in plant and animal processes and mechanics. This seminal work reported his groundbreaking research on measuring the flow of water, nutrients and sap through a plant.  The experimental apparatus in Vegetable Staticks designed to collect gases was a forerunner of the pneumatic trough, a device still in use today.  A companion volume on animal physiology, Haemastaticks, presented other innovations, including the first experiments to measure blood pressure.  ",,2020-099,i56538996_2161_vegetableStaticks_001N,,,2020,0,
2020-100,100,Henry R. Winkler Center for the History of the Health Professions,Winkler,Preserve for the Future,2280,Winkler Center,Anatomic,Anatomic cross section charts of the human trunk (life size),Anatomic cross section charts of the human trunk (life size),A.U. Desjardins ,1924,QS 17 D459a 1924 OVERSIZE,i81478537,Foreword by Charles H. Mayo,1200,"Arthur U. Desjardins led the therapeutic radiology department at the Mayo Clinic from 1920-1949 and became a renowned expert on Hodgkin's Disease and its treatment. Very soon after the publication of the cross sections seen here, the collection became instrumental in assisting in irradiation. Currently only seven copies of the work are held in the U.S. The excerpt below suggests how some physicians used the charts. In treating malignancy, it is essential to have a well-developed routine procedure to apply to cases of any general type, and subject to modification to meet the exigencies of the individual case. The object is to deliver an accurate and, as nearly as possible, an adequate dosage into the parts involved. When the pelvis or a similar part of the trunk is involved, it is our custom now to make a perimetric outline drawing of the part and to draw into it, from a projected lantern slide made from one of Desjardins' cross section charts, the outlines of the various anatomic structures found therein. ""Value of Irradiation in Treatment of Inoperable Carcinoma of the Ovary,"" Journal of the American Medical Association. September 24, 1927.",,2020-100,i81478537_2280_anatomicalCrossSections,"This is a collection of printed human cross section drawings housed in a portfolio with ties. In general, both the portfolio and prints are dirty. The printed charts are extremely brittle and are lacking protection from the original portfolio which is in severe condition. The portfolio is missing flaps and ties and is heavily soiled, abraded, and worn. Conservation staff will create a brand new surrogate portfolio to house the charts in the same style as the original. The brittle charts will be stored with archival mat board supports for protection during use. Both the original portfolio and the new portfolio will be housed together in a corrugated enclosure. ","$1,100 ",2020,0,
2020-101,101,Henry R. Winkler Center for the History of the Health Professions,Winkler,Build the Collection,2165,Winkler Center,Anatomy,The anatomy of humane bodies with figures drawn after the life by some of the best masters in Europe and curiously engraven in one hundred and fourteen copper plates,The anatomy of humane bodies with figures drawn after the life by some of the best masters in Europe and curiously engraven in one hundred and fourteen copper plates : illustrated with large explications containing many new anatomical discoveries and chirurgical observations: to which is added an introduction explaining the animal œconomy: with a copious index,William Cowper,1737,PRIMARY QS 17 C876a 1737 OVERSIZE,i50044023,,1000,"William Cowper's The Anatomy of Humane Bodies… includes 105 copperplates designed and printed by Gérard de Lairesse in Holland for Govard Bidloo's Anatomia Humani Corporis (1685). While the plates were much appreciated, Bidloo's text was criticized. Because of this, Cowper arranged to create a new and improved text in English to accompany a reissue of the original engravings. This reissue, published in Oxford in 1698, was the most elaborate and beautiful of all 17th century English treatises on anatomy. Cowper's English text was also clearly superior, and became the basis for later editions, even those in Latin. Cowper never acknowledged Bidloo which resulted in a bitter plagiarism dispute between the two men, one of the most famous in medical history. This is the second edition published in 1737 with revisions by Albinus.   ",,2020-101,i50044023_2165_anatomyHumanBodies_002N,,,2020,0,
2020-102,102,Henry R. Winkler Center for the History of the Health Professions,Winkler,Preserve for the Future,2279,Winkler Center,General,"The general dispensatory, containing a translation of the pharmacopoeias of the Royal Colleges of Physicians of London and Edinburgh","The general dispensatory, containing a translation of the pharmacopoeias of the Royal Colleges of Physicians of London and Edinburgh; together with that of the Royal Hospital of Edinburgh ...",Richard Brookes,1753,QV 740 FA1 B871g 1753,i12989162,,1100,"Dispensatories are unofficial pharmacopoeias containing compositions, preparations, and uses of medicinal substances. A pharmacopoeia is usually an official publication of a government, but a dispensatory can be gathered, edited and published by an individual. Brookes’ General Dispensatory was a translation of the official and classic Scottish and English pharmacopoeias of the day. It is important because by the early 1800s the Dublin, Edinburgh, and London pharmacopoeias had all merged into what would become officially the British Pharmacopoeia, thereby losing any regional and national differences. This was an early combination of two of the aforementioned three. Richard Brookes (1721-1763) was an English physician and author of compilations and translations on medicine, surgery, natural history, etc. He was also, at one time, a rural practitioner in Surrey. By 1762 he had travelled both to American and to Africa. One of his most famous works is only nominally medical in nature: The Natural History of Chocolate (1724), from the French Histoire Naturelle du Cacao et du Sucre (1719).",,2020-102,i12989162_2279_generalDispensatory,"This is an 18th century full leather binding. There are handwritten inscriptions on the endsheets that date to 1758. Aside from the first flyleaf, which is fully detached, the textblock in in good condition with original red speckled edges and red and white sewn silk endbands, however, the cover is in severe condition. The leather is heavily worn and abraded, and the detached cover has been previously repaired with brown electrical tape. Conservation staff will remove the electrical tape and reattach the covers with a more sympathetic and non-damaging repair, preserving as much of the original leather as possible. The missing upper leather endcap will be rebuilt and the leather consolidated overall. The textblock will also be surface cleaned to remove accumulated dirt and soot, and the flyleaf will be reunited with the text. The book will be housed in a cloth covered clamshell with an integrated cradle.",$965 ,2020,0,
2020-103,103,Henry R. Winkler Center for the History of the Health Professions,Winkler,Build the Collection,2177,Winkler Center,Severall,Severall chirurgicall treatises ...,Severall chirurgicall treatises ...,Richard Wiseman,1676,PRIMARY WO 100 W814c 1676,i33832584,,2000,"This first edition of Richard Wiseman’s Severall chirurgical treatises from 1676, is seen as the work that breathed new life into British surgery and its author as the first of the great British surgeons. Observing over 600 patients in the work, Wiseman discusses the cause, clinical appearance, and treatment of tumors, ulcers, diseases of the anus, the 'King's Evil', wounds, fractures, and venereal disease. It is said by scholars that many of the treatises in the book have yet to be analyzed fully.   ",,2020-103,i33832584_2177_Chirurgicall_01N,,,2020,0,
2020-104,104,Henry R. Winkler Center for the History of the Health Professions,Winkler,Preserve for the Future,2278,Winkler Center,Siris,"Siris: a chain of philosophical reflexions and inquiries concerning the virtues of tar water, and divers other subjects connected together and arising one from another","Siris: a chain of philosophical reflexions and inquiries concerning the virtues of tar water, and divers other subjects connected together and arising one from another",George Berkeley,1744,QV 785 B516s 1744,i12989204,,900,"Berkeley first noticed the use of tar-infused water during his residence in America, and although cautious in his initial conclusions, he soon became an advocate of its use as an economical aid for the betterment of the health of the Irish people. The first part of the book deals intently with the subject, but then moves from physical to metaphysical arguments until the author is fully engaged in a discussion of Aristotelian and Platonic philosophy. The practical aspects of Siris however led to its being Berkeley’s most popular work. The investigation of tar-water generated a significant body of pamphlet literature in response, as it was so convincingly urged by Berkeley that tar-water offered a remedy for most human ills. Tar-water was a medieval medicine consisting of pine tar and water. Due to its taste and the fact that its healing properties were suspect, it slowly dropped in popularity. The success of Berkeley's work however revived its use in the Victorian era.",,2020-104,i12989204_2278_Siris_01N,"This is a full leather binding dating to 1744. The leather and boards are heavily worn and warped, which has caused the upper board to fully detach. The lower board joint is broken and also in danger of becoming detached. Conservation staff will consolidate the leather overall, reinforce the attachment of the fly leaf and lower board, as well as flatten the upper board and reattach. The binding will be housed in a cloth covered clamshell with an integrated cradle. ",$850 ,2020,0,
2020-105,105,Henry R. Winkler Center for the History of the Health Professions,Winkler,Build the Collection,2178,Winkler Center,System,"A System of Dissections, explaining the anatomy of the human body, and the manner of displaying the parts, and their varieties in disease.","A system of dissections, explaining the anatomy of the human body, and the manner of displaying the parts, and their varieties in disease.",Sir Charles Bell,1798,PRIMARY QS 17 B433s 1798- 1803 OVERSIZE,i13788723,,525,"Sir Charles Bell’s A System of Dissections, explaining the anatomy of the human body, the manner of displaying the parts, and their varieties in disease gives us much insight into late 18th century anatomical dissection. Bell (1774-1842) was the first professor of anatomy and surgery at the Royal College of Surgeons in London. First published in 1798, his A System of Dissections… contains stunning engravings that Bell himself drew. Throughout the 18th century the surgeon/artist would increasingly be relegated to the pages of history, but Bell’s extraordinarily accurate drawings give faithful representations of his findings at dissection and showcase his artistic skill. ",,2020-105,i13788723_2178_systemDissections_001N,,,2020,0,
2020-106,106,Henry R. Winkler Center for the History of the Health Professions,Winkler,Preserve for the Future,2277,Winkler Center,Vest-pocket,A vest-pocket medical lexicon,"A vest-pocket medical lexicon : being a dictionary of the words, terms, and symbols of medical science collated from the best authorities, with the addition of new words not before introduced into a lexicon : with an appendix",D.B. St. John Roosa,1869,W 13 R781v 1869,i81342275,,750,"The American Journal of the Medical Sciences noted in its July 1865 issue that lexicons were an ""essential part"" of the medical student's library, but that this specific vest-pocket was burdened by words not in common use and laden with numerous defects. It ended its review with the following: ""The above are only a few of the defects of the 'Vest-pocket Lexicon,' sufficient however to show that the volume is an unreliable guide for the student to a knowledge...of the science and art of medicine."" That said, we quite like it and its little leather binding and flap. Plus, the appendix was written by noted physician, Daniel Bennett St. John Roosa (1838–1908). Roosa was an American physician, born in Bethel, New York who graduated in 1860 from New York's University Medical College and became resident surgeon at the New York Hospital in 1862. One of the founders of the Manhattan Eye, Ear and Throat Hospital, he also taught from 1863 to 1882, as professor of diseases of the eye and ear at New York University. In 1888 he was appointed professor of diseases of the eye in the New York Post-Graduate Medical School and later became president of the faculty. He wrote numerous books and, it should be noted, felt confident enough in the volume’s reliability to attach his name to it. ",,2020-106,i81342275_2277_vestPocketLexicon_001,"This is a medical student miniature pocket dictionary dating to 1869. It is bound in full leather with a fore edge flap meant to lace into the front cover. This object is in severe condition as the binding is nearly fully detached and no longer closes. The leather is heavily worn, the upper board is broken in half and is missing a strap of leather to hold the fore edge flap in place. In addition, the sewing is loose and there are detached pages in the front and the back of the textblock – making the book difficult to handle. Conservation staff will repair the binding to restore the closure by consolidating the leather and replacing the missing strap. The broken upper board will be repaired. To protect the sewing, the textblock spine will be lined and loose pages will be reattached. The binding will be stored in a cloth covered clamshell.",$700 ,2020,0,
2020-107,107,Henry R. Winkler Center for the History of the Health Professions,Winkler,Build the Collection,2175,Winkler Center,Vitalogy,"Vitalogy: An Encyclopedia of Health and Home, Adapted for the Home, the Layman, and the Family","Vitalogy; An Encyclopedia of Health and Home, Adapted for the Home, the Layman, and the Family",E. H. Ruddock,1926,PRIMARY WB 120 V837 1926,i12655533,,250,"Vitalogy: An Encyclopedia of Health and Home Adapted for the Home, the Layman, and the Family was first published in 1899; the edition here is from 1926. Biblical in proportion it contains 1004 pages full of holistic cures, medical advice and proverbial wisdom. In addition, it is full of incredibly detailed and intricate color illustrations and fold-outs. Giving the book some pop-culture credibility is that its cover and title were used as the name of a Pearl Jam record in 1995. The packaging of the record is the front cover of Ruddock’s book and some of the pullouts and text inside made it into the liner notes of the album.    ",,2020-107,i12655533_2175_vitalogy_001N,,,2020,0,
2020-108,108,Henry R. Winkler Center for the History of the Health Professions,Winkler,Build the Collection,2176,Winkler Center,Works,"The Works of that famous chirurgeon, Ambroise Paré","The Works of that famous chirurgeon, Ambroise Pare",Ambroise Paré,1678,PRIMARY WZ 250 P227w 1678,i50044187,,325,"Ambroise Paré was royal surgeon for Kings Henry II, Francis II, Charles IX and Henry the III of France. He was a respected leader in surgical techniques and battlefield medicine, especially the treatment of gunshot wounds. Pare was also an anatomist, inventor of several surgical instruments and even an author of a treatise on monsters. He made several innovations based on observations that had lasting effects on the practice of medicine and surgery. At the time Paré entered the French army, surgeons treated gunshot wounds with boiling oil. On one occasion, when Paré’s supply of oil ran out, he treated the wounds with a mixture of egg yolk, rose oil, and turpentine, and found that the wounds treated with this mixture healed better than those treated with the oil. Another of Paré’s innovations that did not win immediate medical acceptance was his reintroduction of the tying of large arteries to replace the method of searing vessels with hot irons to check hemorrhaging during amputation. First published in English in 1634, this third English version was translated from Latin and compared with the French, by Th. Johnson and published in 1678. ",,2020-108,i50044187_2176_famousChirurgeon_01N,,,2020,0,
